github.com/cpuguy83/go-md2man/v2/md2man,https://github.com/cpuguy83/go-md2man/blob/v2.0.6/LICENSE.md,MIT
github.com/dgraph-io/badger/v4,https://github.com/dgraph-io/badger/blob/v4.9.6/LICENSE,Apache-2.0
github.com/dgraph-io/ristretto/v2,https://github.com/dgraph-io/ristretto/blob/v2.4.2/LICENSE,Apache-2.0
github.com/dgraph-io/ristretto/v2/z,https://github.com/dgraph-io/ristretto/blob/v2.4.2/z/LICENSE,MIT
github.com/dustin/go-humanize,https://github.com/dustin/go-humanize/blob/v1.0.1/LICENSE,MIT
github.com/felixge/httpsnoop,https://github.com/felixge/httpsnoop/blob/v1.1.0/LICENSE.txt,MIT
github.com/fsnotify/fsnotify,https://github.com/fsnotify/fsnotify/blob/v1.10.1/LICENSE,BSD-3-Clause
github.com/go-chi/chi/v5,https://github.com/go-chi/chi/blob/v5.3.1/LICENSE,MIT
github.com/go-chi/cors,https://github.com/go-chi/cors/blob/v1.2.2/LICENSE,MIT
github.com/go-jose/go-jose/v4,https://github.com/go-jose/go-jose/blob/v4.1.4/LICENSE,Apache-2.0
github.com/go-jose/go-jose/v4/json,https://github.com/go-jose/go-jose/blob/v4.1.4/json/LICENSE,BSD-3-Clause
github.com/go-logr/logr,https://github.com/go-logr/logr/blob/v1.4.4/LICENSE,Apache-2.0
github.com/go-logr/stdr,https://github.com/go-logr/stdr/blob/v1.2.2/LICENSE,Apache-2.0
github.com/go-viper/mapstructure/v2,https://github.com/go-viper/mapstructure/blob/v2.5.0/LICENSE,MIT
github.com/goccy/go-yaml,https://github.com/goccy/go-yaml/blob/v1.19.2/LICENSE,MIT
github.com/gofrs/flock,https://github.com/gofrs/flock/blob/v0.13.0/LICENSE,BSD-3-Clause
github.com/golang-jwt/jwt/v5,https://github.com/golang-jwt/jwt/blob/v5.3.1/LICENSE,MIT
github.com/google/flatbuffers/go,https://github.com/google/flatbuffers/blob/v25.12.19/LICENSE,Apache-2.0
github.com/google/go-cmp/cmp,https://github.com/google/go-cmp/blob/v0.7.0/LICENSE,BSD-3-Clause
github.com/google/s2a-go,https://github.com/google/s2a-go/blob/v0.1.9/LICENSE.md,Apache-2.0
github.com/google/uuid,https://github.com/google/uuid/blob/v1.6.0/LICENSE,BSD-3-Clause
github.com/googleapis/enterprise-certificate-proxy/client,https://github.com/googleapis/enterprise-certificate-proxy/blob/v0.3.20/LICENSE,Apache-2.0
github.com/googleapis/gax-go/v2,https://github.com/googleapis/gax-go/blob/v2.23.0/v2/LICENSE,BSD-3-Clause
github.com/gorilla/websocket,https://github.com/gorilla/websocket/blob/v1.5.3/LICENSE,BSD-2-Clause
github.com/hashicorp/errwrap,https://github.com/hashicorp/errwrap/blob/v1.1.0/LICENSE,MPL-2.0
github.com/hashicorp/go-cleanhttp,https://github.com/hashicorp/go-cleanhttp/blob/v0.5.2/LICENSE,MPL-2.0
github.com/hashicorp/go-multierror,https://github.com/hashicorp/go-multierror/blob/v1.1.1/LICENSE,MPL-2.0
github.com/hashicorp/go-retryablehttp,https://github.com/hashicorp/go-retryablehttp/blob/v0.7.8/LICENSE,MPL-2.0
github.com/hashicorp/go-rootcerts,https://github.com/hashicorp/go-rootcerts/blob/v1.0.2/LICENSE,MPL-2.0
github.com/hashicorp/go-secure-stdlib/parseutil,https://github.com/hashicorp/go-secure-stdlib/blob/parseutil/v0.2.0/parseutil/LICENSE,MPL-2.0
github.com/hashicorp/go-secure-stdlib/strutil,https://github.com/hashicorp/go-secure-stdlib/blob/strutil/v0.1.2/strutil/LICENSE,MPL-2.0
github.com/hashicorp/go-sockaddr,https://github.com/hashicorp/go-sockaddr/blob/v1.0.7/LICENSE,MPL-2.0
github.com/hashicorp/hcl,https://github.com/hashicorp/hcl/blob/v1.0.1-vault-7/LICENSE,MPL-2.0
github.com/hashicorp/vault/api,https://github.com/hashicorp/vault/blob/api/v1.23.0/api/LICENSE,MPL-2.0
github.com/joho/godotenv,https://github.com/joho/godotenv/blob/v1.5.1/LICENCE,MIT
github.com/klauspost/compress,https://github.com/klauspost/compress/blob/v1.19.2/LICENSE,Apache-2.0
github.com/klauspost/compress/internal/snapref,https://github.com/klauspost/compress/blob/v1.19.2/internal/snapref/LICENSE,BSD-3-Clause
github.com/klauspost/compress/s2,https://github.com/klauspost/compress/blob/v1.19.2/s2/LICENSE,BSD-3-Clause
github.com/klauspost/compress/snappy,https://github.com/klauspost/compress/blob/v1.19.2/snappy/LICENSE,BSD-3-Clause
github.com/klauspost/compress/zstd/internal/xxhash,https://github.com/klauspost/compress/blob/v1.19.2/zstd/internal/xxhash/LICENSE.txt,MIT
github.com/kylelemons/godebug,https://github.com/kylelemons/godebug/blob/v1.1.0/LICENSE,Apache-2.0
github.com/mattn/go-colorable,https://github.com/mattn/go-colorable/blob/v0.1.15/LICENSE,MIT
github.com/mattn/go-isatty,https://github.com/mattn/go-isatty/blob/v0.0.24/LICENSE,MIT
github.com/mitchellh/go-homedir,https://github.com/mitchellh/go-homedir/blob/v1.1.0/LICENSE,MIT
github.com/mitchellh/mapstructure,https://github.com/mitchellh/mapstructure/blob/v1.5.0/LICENSE,MIT
github.com/openbao/openbao/api/v2,https://github.com/openbao/openbao/blob/api/v2.6.0/api/LICENSE,MPL-2.0
github.com/pkg/browser,https://github.com/pkg/browser/blob/5ac0b6a4141c/LICENSE,BSD-2-Clause
github.com/rs/zerolog,https://github.com/rs/zerolog/blob/v1.35.1/LICENSE,MIT
github.com/russross/blackfriday/v2,https://github.com/russross/blackfriday/blob/v2.1.0/LICENSE.txt,BSD-2-Clause
github.com/ryanuber/go-glob,https://github.com/ryanuber/go-glob/blob/v1.0.0/LICENSE,MIT
github.com/sethvargo/go-envconfig,https://github.com/sethvargo/go-envconfig/blob/v1.4.3/LICENSE,Apache-2.0
github.com/urfave/cli-docs/v3,https://github.com/urfave/cli-docs/blob/v3.1.0/LICENSE,MIT
github.com/urfave/cli/v3,https://github.com/urfave/cli/blob/v3.10.1/LICENSE,MIT
github.com/valkey-io/valkey-go,https://github.com/valkey-io/valkey-go/blob/v1.0.76/LICENSE,Apache-2.0
go.opentelemetry.io/auto/sdk,https://github.com/open-telemetry/opentelemetry-go-instrumentation/blob/sdk/v1.2.1/sdk/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/google.golang.org/grpc/otelgrpc/v0.67.0/instrumentation/google.golang.org/grpc/otelgrpc/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/net/http/otelhttp/v0.70.0/instrumentation/net/http/otelhttp/LICENSE,Apache-2.0
go.opentelemetry.io/otel,https://github.com/open-telemetry/opentelemetry-go/blob/v1.45.0/LICENSE,Apache-2.0
go.opentelemetry.io/otel/metric,https://github.com/open-telemetry/opentelemetry-go/blob/metric/v1.45.0/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/trace,https://github.com/open-telemetry/opentelemetry-go/blob/trace/v1.45.0/trace/LICENSE,Apache-2.0
golang.org/x/crypto,https://cs.opensource.google/go/x/crypto/+/v0.54.0:LICENSE,BSD-3-Clause
golang.org/x/net,https://cs.opensource.google/go/x/net/+/v0.57.0:LICENSE,BSD-3-Clause
golang.org/x/oauth2,https://cs.opensource.google/go/x/oauth2/+/v0.36.0:LICENSE,BSD-3-Clause
golang.org/x/sync/semaphore,https://cs.opensource.google/go/x/sync/+/v0.22.0:LICENSE,BSD-3-Clause
golang.org/x/sys,https://cs.opensource.google/go/x/sys/+/v0.47.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/v0.40.0:LICENSE,BSD-3-Clause
golang.org/x/time/rate,https://cs.opensource.google/go/x/time/+/v0.15.0:LICENSE,BSD-3-Clause
google.golang.org/api,https://github.com/googleapis/google-api-go-client/blob/v0.292.0/LICENSE,BSD-3-Clause
google.golang.org/api/internal/third_party/uritemplates,https://github.com/googleapis/google-api-go-client/blob/v0.292.0/internal/third_party/uritemplates/LICENSE,BSD-3-Clause
google.golang.org/genai,https://github.com/googleapis/go-genai/blob/v1.67.0/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis,https://github.com/googleapis/go-genproto/blob/d00831a3d3e7/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/api,https://github.com/googleapis/go-genproto/blob/925bb5da69e7/googleapis/api/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/rpc,https://github.com/googleapis/go-genproto/blob/c8921c73eeea/googleapis/rpc/LICENSE,Apache-2.0
google.golang.org/grpc,https://github.com/grpc/grpc-go/blob/v1.83.0/LICENSE,Apache-2.0
google.golang.org/protobuf,https://github.com/protocolbuffers/protobuf-go/blob/v1.36.11/LICENSE,BSD-3-Clause
gopkg.in/yaml.v3,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
